Cell ID,Entity,Dimension Code,Policy Dimension,What to Assess,NDC Source/Page,NDC Evidence Excerpt,IPCC Source/Page,IPCC Evidence Excerpt,Figure 2 System Score,Figure 2 System Class,Human Classification,Human Confidence,Reviewer Rationale,Evidence Sufficient?,Suggested Action,Cut-off Flag,Exact Match,Reviewer ID,Review Date,Review Scope
GC-070,Mexico,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets",NDC 3.0 (Nov 2025); National Restoration Environmental Programme (2025); National Blue Carbon Strategy (March 2024),"Climate Action Tracker (secondary) notes 'the land use, land-use change, and forestry (LULUCF) has been a stable sink in Mexico over the last 20 years' — a more credible baseline than several peers reviewed. The 2025 National Restoration Environmental Programme sets quantified targets: restoring 25,000 ha of forest by 2025 and 100,000 ha by 2030, contributing to the existing net-zero-deforestation-by-2030 goal, alongside a National Blue Carbon Strategy protecting mangroves and seagrasses. However, Minister Bárcena explicitly stated that PEMEX's continued oil production growth 'will have to offset its emissions with nature-based solutions,' citing forest and mangrove conservation as the offset mechanism for a fossil-fuel sector that is expanding, not contracting.",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",1,Absent,Significant,High,"Mexico's LULUCF framework is more historically stable and multi-instrument (restoration program, blue carbon strategy, net-zero-deforestation goal) than most peers reviewed, which is genuine positive evidence. However, the government's own explicit statement that the forest/mangrove sink will be used to offset a *growing* PEMEX fossil-fuel sector — rather than supplementing gross cuts — is a direct, self-acknowledged substitution risk consistent with the pattern seen in Australia, Brazil, Canada, China, and Indonesia's LULUCF entries.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-071,Russia,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,"Russia's 2035 NDC (submitted UNFCCC Sept 29, 2025); Energy Strategy to 2050 (2025)","Russia's original renewable target (4.5% non-hydro renewables by 2024) was already missed — 'implementation has fallen behind even this low target' (Climate Analytics, secondary). Wind and solar amounted to just 0.6% of generation in 2024 (Ember, via CAT, secondary). Hydropower's share is projected to *fall* from 17% (2024) to 15% by 2035 and then stabilise. Russia's Energy Strategy to 2050 projects coal's share of the energy mix to be 'ten times larger than that of wind and solar,' and separately plans to increase coal generation 19% above 2023 levels by 2035.",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050.,1,Absent,Critical,High,"This is the most severe D1 case reviewed among all countries so far — not merely underperformance against a target, but an explicit government energy strategy that projects renewables to remain marginal (coal at 10x the combined wind+solar share) while planning to *increase* coal generation through 2035.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-072,Russia,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory","Russia's 2035 NDC (Sept 2025); Long-Term Strategy (LTS, submitted UNFCCC Sept 2022)","NDC commits to emissions at 65–67% of 1990 levels by 2035 (incl. LULUCF), signed into law by President Putin in August 2025. Climate Action Tracker (secondary) states plainly: 'Russia is already set to achieve its 2035 emissions target under current policies... Russia's 2035 target therefore does not increase ambition beyond business as usual. This runs completely contrary to Paris Agreement principles, which require NDCs to reflect a country's highest possible ambition.' The LTS's net-zero-by-2060 goal (with an 80%-by-2050 milestone) relies so heavily on LULUCF sink growth that CAT notes Russia has 'effectively already met the 2050 target' through recalculated land-sink accounting rather than real emissions reductions. CAT rates the net-zero target 'Poor' and Russia's overall climate action 'Critically Insufficient.'",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.85,Critical,Critical,High,"This is the clearest case reviewed of an NDC that fails the Paris Agreement's core ratchet-up requirement — an independent tracker confirms the target requires zero additional policy effort beyond business-as-usual, and the long-term net-zero milestone has already been satisfied through land-sink accounting rather than genuine decarbonisation.",Yes,Revise Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-073,Russia,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,"Russia's 2035 NDC (Sept 2025); Global Methane Pledge (non-signatory, COP26 2021)","Russia has not signed the Global Methane Pledge and has 'not announced a high-level commitment on methane mitigation' (IEA Global Methane Tracker, secondary), despite being the world's fourth-largest GHG emitter. Russia's presidential climate envoy explicitly rejected the pledge, stating it 'would impose an unacceptable burden on Russia' and that Russia would 'determine its own schedule for reducing methane emissions' (Carbon Brief, secondary) — no such schedule or quantified target has since been published. Russian gas companies Gazprom and Rosneft participate in the voluntary Oil and Gas Methane Partnership 2.0 reporting standard, but international experts have 'questioned the transparency and consistency' of the resulting data.",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.85,Critical,Absent,High,"This is among the clearest 'Absent' cases reviewed — not merely a missing target, but an on-the-record government refusal to commit to any methane reduction schedule at all, from one of the world's largest methane emitters with notoriously leaky gas infrastructure.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-074,Russia,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,"National Action Plan for the first stage of adaptation to climate change (approved by Russian government, effective through 2022)","Russia's national adaptation plan lists qualitative preventive measures (e.g., dam building, drought-resistant crop switching) and crisis-preparation steps, but no adaptation finance figure was found in the plan or in the 2035 NDC. Independent analysis (Bobo Lo, French Institute of International Relations/IFRI, secondary) argues Russian climate policy, including adaptation, is 'subordinate to Moscow's larger strategic objectives' (geopolitical power projection, protecting fossil fuel majors) rather than genuine climate response, characterizing the overall posture as 'climate denialism in all but name.'","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.65,Significant,Absent,Medium,"A qualitative national adaptation plan exists but no quantified finance commitment was found across multiple searches, and independent international-relations analysis directly questions whether Russia's adaptation framing reflects genuine climate policy intent rather than other strategic priorities.",Partly,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-075,Russia,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments",Russia's 2035 NDC (Sept 2025),"No loss-and-damage finance need, liability/compensation reference, or contribution to the international Loss and Damage Fund was found for Russia in any source reviewed — consistent with Russia's broader pattern of disengagement from voluntary international climate cooperation mechanisms (non-signatory to the Global Methane Pledge, a 2035 target requiring no additional effort).",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",1,Absent,Absent,High,"No relevant commitment found, consistent with the rubric's definition of Absent and consistent with the broader pattern of minimal international climate engagement found across Russia's other dimensions in this review.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-076,Russia,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,"Russian Federation domestic EV production plans (2025 update, via Climate Action Tracker, secondary)","Pre-war plans aimed to expand domestic EV production to around 220,000 units by 2030; updated targets have been 'slashed by three-quarters' to a new goal of just 54,250 domestically-produced EVs by 2030 (CAT, secondary, citing Partsvania 2023 and Russian Federation 2025e). Moscow (a city, not national policy) 'leads the way in Russia for EV adoption, and leads the way in Europe for the rollout of electric buses.' No absolute transport-sector emissions target or national fleet-electrification-share target was found in the NDC.",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,0.7,Significant,Not Comparable,Medium,"A real, quantified domestic EV production target exists, but it was cut by roughly 75% from its pre-war level and remains a small production-volume figure rather than an absolute transport-emissions or fleet-share metric comparable to AR6's benchmark — and city-level progress (Moscow) should not be read as representative of national transport policy.",Partly,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-077,Russia,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets",Russia's 2035 NDC (Sept 2025); Climate Action Tracker LULUCF analysis (secondary),"Russia's 2035 target of 65–67% of 1990 levels explicitly 'includes LULUCF' per the executive order underlying the NDC. Excluding LULUCF, the target equates to only 27–33% below 1990 levels (2,113–2,308 MtCO2e), versus the 79% below 1990 (657 MtCO2e) CAT calculates is needed for 1.5°C-compatibility excluding LULUCF — a very large gap masked by land-sink accounting. CAT states 'Russia's accounting methodology does not follow UNFCCC guidelines, leading to inflated figures regarding its LULUCF sector's carbon sink,' including counting unmanaged forests as a sink contrary to UNFCCC protocol, while 'official reporting on wildfires has been significantly lower than independent analyses based on satellite data.'",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",1,Absent,Critical,High,"This is the single most severe LULUCF integrity case found among all countries reviewed: an independent tracker documents non-UNFCCC-compliant accounting methodology, systematic wildfire under-reporting relative to satellite data, and a target where excluding the land sink reveals a gap roughly three times larger than the headline figure suggests — CAT explicitly recommends Russia submit a target excluding LULUCF specifically because the current approach 'allow[s] for low ambition in other areas of the economy.'",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-078,Saudi Arabia,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,Saudi Arabia's 2021 NDC (mitigation measures); Saudi Green Initiative (SGI); Vision 2030,"NDC and SGI commit to '50% of its power generated from renewable sources by 2030,' alongside plans to install 58.7 GW of renewable capacity by 2030. However, Climate Action Tracker (secondary) finds that 'as of 2024, renewables generated around 2% of electricity, rendering the 2030 target increasingly infeasible,' with only ~4.3 GW installed. The NDC's own energy-mix plan simultaneously commits to 'maintain a 50% share of natural gas in the electricity generation mix by 2030' (Climate Analytics, secondary) alongside the renewables target — suggesting the transition is framed as displacing oil rather than fossil fuels generally.",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050.,0.6,Significant,Critical,High,"CAT describes this target as 'aspirational at best' with implementation 'extremely slow' — at 2% actual vs. a 50% target four years out, this is one of the largest target-vs-reality gaps found in this review. CAT further notes that even full achievement of the 50% target would only stabilise, not meaningfully cut, Saudi Arabia's emissions.",Yes,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-079,Saudi Arabia,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory","Saudi Arabia's Third NDC (submitted UNFCCC Dec 31, 2025)","The new NDC sets a target to 'reduce, avoid, and remove greenhouse gas emissions by 335 million tons... annually reached by 2040... on the basis of a dynamic baseline' — skipping a 2035 target entirely (unlike almost every other country reviewed) and explicitly reserving the right to change the baseline if the government feels the target imposes 'a disproportionate or abnormal burden on the Kingdom's economy' (Climate Home News, primary document quote). Climate Action Tracker (secondary) states: 'the new emissions reduction target... offers no meaningful improvements in ambition or transparency... the gap between Saudi Arabia's targets and a 1.5°C trajectory has actually widened.' Net zero is targeted for 2060 via a 'Circular Carbon Economy' approach reliant on CCS; no Long-Term Strategy has been submitted to the UNFCCC.",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.8,Critical,Critical,High,"This may be the most opaque net-zero pathway design reviewed among any country: a target pegged to an undisclosed, self-adjustable baseline, with no 2035 milestone at all, and independently confirmed by CAT to have widened — not narrowed — the gap to 1.5°C alignment. CAT states plainly that 'assessing progress toward its new emissions reduction target is impossible.'",Yes,Revise Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-080,Saudi Arabia,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,"2021 NDC methane management measures; Global Methane Pledge (Crown Prince pledge, Oct 2021); World Bank Zero Routine Flaring by 2030 initiative (Saudi Aramco, endorsed Nov 2019)","Saudi Arabia is a Global Methane Pledge member, with Crown Prince Mohammed bin Salman pledging in 2021 to 'cut methane emissions by 30% by 2030' (relative to 2020 levels, collective GMP goal). The NDC lists concrete methane management measures including zero routine flaring and 'recovery and use of methane for electricity generation and petrochemicals manufacturing.' Saudi Aramco's Master Gas System has reduced flaring from ~4,000 million cubic feet/day to under 200 mmcf/day historically, with flaring intensity down ~10% between 2012–2022 (World Bank flaring database, primary). One secondary source (ScienceDirect industry review) separately cites a '15% methane emissions cut by 2030' figure tied to specific initiatives, which is inconsistent with the 30% GMP figure and should be reconciled against the primary NDC text.",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.65,Significant,Significant,Medium,"Unlike Russia, China, and India, Saudi Arabia is a Global Methane Pledge member with concrete, decades-long infrastructure investment in flaring reduction — genuine evidence, and stronger than most other dimensions in this same NDC. Confidence is Medium due to an unresolved discrepancy between two different reduction percentages found in the sources (15% vs. 30%), which should be checked against Saudi Arabia's primary NDC or BTR text.",Partly,Revise Class,,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-081,Saudi Arabia,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,Saudi Arabia's NDC (2021 and Dec 2025 versions); Institute for Global Environmental Strategies (IGES) NDC Database v7.7 (Oct 2022),"The IGES NDC Database — a systematic, independent tracker of financial resources needed for countries' NDC adaptation commitments — lists 'No Data' for Saudi Arabia's adaptation finance needs (Berkeley Othering & Belonging Institute, secondary, citing IGES directly). Academic analysis (Taylor & Francis, secondary) confirms mitigation and adaptation measures in the NDC are framed only as 'co-benefits' of economic diversification rather than a standalone funded pillar. Large domestic infrastructure investments exist (e.g., an 8.5 million m³/day desalination capacity target by 2025) but are framed around water security broadly, not disclosed as climate adaptation finance in the NDC.","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.85,Critical,Absent,High,"This is one of the most directly confirmed 'Absent' findings in this review — an independent, systematic NDC finance database explicitly returns 'No Data' for Saudi Arabia's adaptation finance needs, and academic analysis separately confirms adaptation is framed only as a co-benefit rather than a funded commitment.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-082,Saudi Arabia,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments",Saudi Arabia's NDC (2021 and Dec 2025 versions),"No loss-and-damage finance need, liability/compensation reference, domestic L&D framework, or contribution to the international Loss and Damage Fund was found for Saudi Arabia in any source reviewed.",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",1,Absent,Absent,High,"No relevant commitment found, consistent with the rubric's definition of Absent, and consistent with the broader pattern of minimal transparency and disclosure found across this NDC's other dimensions (no adaptation finance data, an undisclosed/adjustable emissions baseline, no submitted Long-Term Strategy).",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-083,Saudi Arabia,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,Saudi Railway Master Plan (2010); Riyadh Metro (operational 2024); NEOM light rail; Climate Analytics Saudi Arabia country profile,"Climate Analytics (secondary, directly assessing the NDC) states plainly: 'No quantitative targets directly linked to climate action in the transport sector.' Real infrastructure investment nonetheless exists: the Saudi Railway Master Plan targets a 9,900 km network by 2040 (5,500 km in its first phase to 2025), the Riyadh Metro and NEOM light rail are now operational, the electric Haramain High-Speed Railway connects Makkah and Medina, and the government is investing in domestic EV manufacturing. However, 'most of Saudi Arabia's other rail lines — particularly for freight and long-distance passenger travel — are powered by diesel' (Climate Action Tracker, secondary).",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,1,Absent,Not Comparable,High,"This is a directly-confirmed case: an independent tracker explicitly states the NDC contains no quantitative transport target at all, despite genuine, large-scale rail and EV infrastructure investment — the investment exists, but there is nothing to benchmark against AR6's absolute-emissions metric, and most freight/long-distance rail remains diesel-powered regardless.",Yes,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-084,Saudi Arabia,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets",Saudi Arabia's Third NDC (Dec 2025); Saudi Green Initiative tree-planting program; Climate Transparency Report 2021,"Climate Action Tracker (secondary) states it had to derive the 2035/2040 emissions level using an external baseline scenario partly because of 'uncertainties around the expected contributions of the land use and forestry sector to emissions reduc[tions]' — meaning LULUCF's role in the headline target is itself undisclosed. The Saudi Green Initiative includes mass tree-planting ambitions, but Climate Transparency's 2021 country report notes 'the efficacy of mass tree planting has been questioned given the country's climate,' with only local drought-resistant plants and mangroves considered viable given Saudi Arabia's arid conditions. No separate, quantified LULUCF sink target was found.",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",1,Absent,Absent,Medium,"Unlike most other countries reviewed (where LULUCF is at least embedded in a 'net' headline figure, even if opaquely), Saudi Arabia's arid geography fundamentally limits large-scale land-sink potential, and CAT confirms the sector's contribution to the target isn't even disclosed — combined with independent skepticism about the feasibility of the tree-planting program itself, this points toward Absent rather than a genuine (if flawed) LULUCF strategy.",Partly,Revise Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-085,South Africa,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,South Africa's Second NDC (submitted UNFCCC Oct 2025); Integrated Resource Plan (IRP) 2025,"The NDC itself states a total of 44 GW of new renewable energy capacity will be installed by 2035, 'thus contributing to green industrialization and helping to achieve the mitigation targets in this second NDC' — a quantified target embedded directly in the NDC text, not a separate side-document. This is further backed by the Just Energy Transition Partnership (JETP), which secured financing for 15 GW of renewable energy beyond the IRP baseline. However, as of 2025, just over 74% of South Africa's electricity still comes from burning coal (allAfrica/academic analysis, secondary).",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050.,0.6,Significant,Significant,High,"This is one of the more concrete D1 cases reviewed — a specific capacity target embedded directly in the NDC text (rather than deferred to a side energy policy) with real, quantified international financial backing via the JETP. It falls short of full alignment given coal still supplies roughly three-quarters of current generation.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Extended 35-cell diagnostic subset
GC-086,South Africa,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory",South Africa's Second NDC (Oct 2025); Low-Emission Development Strategy (LEDS),"NDC sets an absolute, economy-wide target of 320–380 MtCO2e by 2035, in line with net zero by 2050 (LEDS). Climate Action Tracker (secondary) explicitly praises the NDC's structure: it 'incorporates many criteria which the CAT considers to be good practice, such as setting economy-wide targets and in absolute emission levels,' and estimates the new target is 'close to, but not fully aligned with, a 1.5°C compatible trajectory.' However, CAT also finds 'the gap between the target range... to a fully aligned 1.5 pathway has widened with the new 2035 targets, compared to the 2030 targets which fall almost entirely within the 1.5°C aligned pathway.' South Africa's own Presidential Climate Commission argued the government 'could credibly aim to reduce its carbon emissions by around 25–30% more between 2030 and 2035' (secondary, academic analysis).",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.7,Significant,Significant,High,"This is among the best-structured NDCs reviewed by CAT's own standard (absolute, economy-wide, good-practice design) and is genuinely 'close to' 1.5°C alignment — stronger than most peers. It falls short of 'Aligned' because the government scaled back from its own scientific advisory body's recommendation, and the gap to full alignment widened rather than narrowed relative to the 2030 target.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Extended 35-cell diagnostic subset
GC-087,South Africa,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,South Africa's Second NDC (Oct 2025); Global Methane Pledge (membership status unclear),"No specific quantified methane reduction target was found in the NDC text reviewed. South Africa's methane emissions grew 30% between 1990–2019 to 61 MtCO2e/yr (Climate Transparency, secondary), with agriculture the largest source (49% of the total in 2019, down from 72% in 1990). South Africa's Global Methane Pledge membership status could not be confirmed either way across the sources reviewed.",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.85,Critical,Absent,Medium,"No quantified methane commitment was found despite active searching, matching the rubric's definition of Absent — though confidence is Medium rather than High because South Africa's Global Methane Pledge membership status specifically could not be confirmed one way or the other, and should be checked against the primary NDC or a GMP member list before finalizing.",Partly,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Extended 35-cell diagnostic subset
GC-088,South Africa,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,"South Africa's Second NDC (Oct 2025); Just Energy Transition Partnership (JETP, COP26 2021) and Just Energy Transition Investment Plan (JET IP, 2023–2027)","The NDC states an estimated total investment of ZAR 3.47 trillion (~USD 201.6bn) is needed for mitigation projects to achieve the 2035 target range, though Climate Action Tracker (secondary) notes 'it does not state how much of this total investment figure should be met by international support.' Separately, the JETP secured an initial USD 8.5–9.3bn commitment (2023–2027) from France, Germany, the UK, US and EU, with a detailed Investment Plan covering electricity, New Energy Vehicles, and green hydrogen. The NDC also includes 'the country's first adaptation communication with elaborated measures on adaptation' (UNDP Climate Promise, secondary), though no adaptation-specific dollar figure was found (JETP funding is primarily mitigation/just-transition focused).","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.65,Significant,Significant,Medium,"South Africa has an unusually high level of financial transparency and planning detail compared to most peers reviewed (a specific total investment figure, a multi-year internationally-backed investment plan, and a formal adaptation communication), but true adaptation-specific finance figures remain elusive — the large quantified figures found are mitigation/transition-focused, consistent with the pattern seen across most other countries in this review.",Partly,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Extended 35-cell diagnostic subset
GC-089,South Africa,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments","South Africa's Second NDC (Oct 2025), primary text","The NDC directly and explicitly addresses loss and damage: 'South Africa expects a fair share of international climate finance, to be provided by the Fund for Responding to Loss and Damage (FRLD). Getting the FRLD, established in 2023, well-resourced, with effective mechanisms to claim and disburse monies in a timely manner to those worst impacted is a priority for South Africa.' This is a direct, named, primary-document statement of priority — framed as a recipient-country expectation rather than a quantified financial figure.",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",0,Aligned,Significant,High,"The system's default score (1.00 → 'Absent') doesn't match the evidence — the NDC contains an explicit, named loss-and-damage section identifying the FRLD as a priority, a stronger and more direct textual commitment than found in several other countries' NDCs reviewed in this exercise, even though it is a stated expectation of support rather than a quantified financial pledge.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Extended 35-cell diagnostic subset
GC-090,South Africa,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,"Electric Vehicle (EV) White Paper (Department of Trade, Industry and Competition, dtic.gov.za); Just Energy Transition Partnership (New Energy Vehicles priority area)","The EV White Paper sets an explicit target: by 2035, South Africa's vehicle production and consumption mix will shift to approximately 75% EV / 25% internal combustion engine (ICE) vehicles, aligned with (and citing) the same global sales projection used in the document (new ICE sales projected to fall to ~25% of the global total by 2035). This target is also linked to the Just Energy Transition Partnership, which names New Energy Vehicles as one of three JETP priority sectors alongside electricity and green hydrogen. Transport represented ~11% of South Africa's total GHG emissions in 2022 (excl. LULUCF), overwhelmingly from road transport (Climate Action Tracker, secondary, citing the 2024 National Inventory Report).",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,0,Aligned,Significant,Medium,"This is among the more specific, numerically ambitious transport targets reviewed (a 75% EV sales-share goal by 2035, directly tied to international JETP financing), comparable in specificity to Canada's or the EU's vehicle targets. Confidence is Medium rather than High because the EV White Paper functions as a strategic 'vision' document rather than confirmed binding regulation, and the metric (vehicle sales share) still differs from AR6's absolute transport-emissions benchmark.",Partly,Retain Figure 2 Class,,0,Reviewer 1,2026-08-07,Formal cut-off-compliant 8-cell subset
GC-091,South Africa,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets",South Africa's Second NDC (Oct 2025); 2024 Biennial Transparency Report; National Forests Amendment Act (2022),"South Africa's Forestry and Other Land Use (FOLU) sector is a genuine, verified, and growing net sink — over 25 MtCO2e in 2020, rising to more than 40 MtCO2e in 2022 per the 2024 Biennial Transparency Report (Climate Action Tracker, secondary, citing DFFE data). The National Forests Amendment Act (2022) supports sector sustainability, and ongoing programmes cover afforestation, forest/woodland restoration, and grassland rehabilitation. Notably, the NDC explicitly excludes emissions from 'natural disturbances in the land sector' from its total net GHG figure — a transparency-positive design choice CAT contrasts favorably with countries that inflate sink figures. CAT does recommend the NDC 'could be further strengthened by clearly separating out LULUCF emissions' as a standalone line item.",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",1,Absent,Significant,High,"This is one of the more credible, methodologically transparent LULUCF cases reviewed — a verified, growing, officially-reported net sink with supporting legislation, and CAT specifically cites South Africa's exclusion of natural-disturbance emissions as good practice (the opposite of Russia's inflated-sink approach). It stops short of 'Aligned' only because CAT's own recommendation — a fully separated LULUCF target line — has not yet been implemented.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Extended 35-cell diagnostic subset
